squawk,function
2235,Assigned by CCAMS
2236,Assigned by CCAMS
2237,Assigned by CCAMS
2238,Assigned by CCAMS
2239,Assigned by CCAMS
2240,Assigned by CCAMS
2241,Assigned by CCAMS
2242,Assigned by CCAMS
2243,Assigned by CCAMS
2244,Assigned by CCAMS
2245,Assigned by CCAMS
2246,Assigned by CCAMS
2247,Assigned by CCAMS
2248,Assigned by CCAMS
2249,Assigned by CCAMS
2250,Assigned by CCAMS
2251,Assigned by CCAMS
2252,Assigned by CCAMS
2253,Assigned by CCAMS
2254,Assigned by CCAMS
2255,Assigned by CCAMS
2256,Assigned by CCAMS
2257,Assigned by CCAMS
2258,Assigned by CCAMS
2259,Assigned by CCAMS
2260,Assigned by CCAMS
2261,Assigned by CCAMS
2262,Assigned by CCAMS
2263,Assigned by CCAMS
2264,Assigned by CCAMS
2265,Assigned by CCAMS
2266,Assigned by CCAMS
2267,Assigned by CCAMS
2268,Assigned by CCAMS
2269,Assigned by CCAMS
2270,Assigned by CCAMS
2271,Assigned by CCAMS
2272,Assigned by CCAMS
2273,Assigned by CCAMS
2274,Assigned by CCAMS
2275,Assigned by CCAMS
2276,Assigned by CCAMS
2277,Assigned by CCAMS
2300,HQ Air Command (See note 15)
2301,Transit (ORCAM) France
2302,Transit (ORCAM) France
2303,Transit (ORCAM) France
2304,Transit (ORCAM) France
2305,Transit (ORCAM) France
2306,Transit (ORCAM) France
2307,Transit (ORCAM) France
2308,Transit (ORCAM) France
2309,Transit (ORCAM) France
2310,Transit (ORCAM) France
2311,Transit (ORCAM) France
2312,Transit (ORCAM) France
2313,Transit (ORCAM) France
2314,Transit (ORCAM) France
2315,Transit (ORCAM) France
2316,Transit (ORCAM) France
2317,Transit (ORCAM) France
2318,Transit (ORCAM) France
2319,Transit (ORCAM) France
2320,Transit (ORCAM) France
2321,Transit (ORCAM) France
2322,Transit (ORCAM) France
2323,Transit (ORCAM) France
2324,Transit (ORCAM) France
2325,Transit (ORCAM) France
2326,Transit (ORCAM) France
2327,Transit (ORCAM) France
2328,Transit (ORCAM) France
2329,Transit (ORCAM) France
2330,Transit (ORCAM) France
2331,Transit (ORCAM) France
2332,Transit (ORCAM) France
2333,Transit (ORCAM) France
2334,Transit (ORCAM) France
2335,Transit (ORCAM) France
2336,Transit (ORCAM) France
2337,Transit (ORCAM) France
2338,Transit (ORCAM) France
2339,Transit (ORCAM) France
2340,Transit (ORCAM) France
2341,Transit (ORCAM) France
2342,Transit (ORCAM) France
2343,Transit (ORCAM) France
2344,Transit (ORCAM) France
2345,Transit (ORCAM) France
2346,Transit (ORCAM) France
2347,Transit (ORCAM) France
2348,Transit (ORCAM) France
2349,Transit (ORCAM) France
2350,Transit (ORCAM) France
2351,Transit (ORCAM) France
2352,Transit (ORCAM) France
2353,Transit (ORCAM) France
2354,Transit (ORCAM) France
2355,Transit (ORCAM) France
2356,Transit (ORCAM) France
2357,Transit (ORCAM) France
2358,Transit (ORCAM) France
2359,Transit (ORCAM) France
2360,Transit (ORCAM) France
2361,Transit (ORCAM) France
2362,Transit (ORCAM) France
2363,Transit (ORCAM) France
2364,Transit (ORCAM) France
2365,Transit (ORCAM) France
2366,Transit (ORCAM) France
2367,Transit (ORCAM) France
2368,Transit (ORCAM) France
2369,Transit (ORCAM) France
2370,Transit (ORCAM) France
2371,Transit (ORCAM) France
2372,Transit (ORCAM) France
2373,Transit (ORCAM) France
2374,Transit (ORCAM) France
2375,Transit (ORCAM) France
2376,Transit (ORCAM) France
2377,Transit (ORCAM) France
2400,HQ Air Command (See note 15)
2401,Battlespace Management Force HQ
2402,Battlespace Management Force HQ
2403,Battlespace Management Force HQ
2404,Battlespace Management Force HQ
2405,Battlespace Management Force HQ
2406,Battlespace Management Force HQ
2407,Battlespace Management Force HQ
2408,Battlespace Management Force HQ
2409,Battlespace Management Force HQ
2410,Battlespace Management Force HQ
2411,Battlespace Management Force HQ
2412,Battlespace Management Force HQ
2413,Battlespace Management Force HQ
2414,Battlespace Management Force HQ
2415,Battlespace Management Force HQ
2416,Battlespace Management Force HQ
2417,Battlespace Management Force HQ
2418,Battlespace Management Force HQ
2419,Battlespace Management Force HQ
2420,Battlespace Management Force HQ
2421,Battlespace Management Force HQ
2422,Battlespace Management Force HQ
2423,Battlespace Management Force HQ
2424,Battlespace Management Force HQ
2425,Battlespace Management Force HQ
2426,Battlespace Management Force HQ
2427,Battlespace Management Force HQ
2428,Battlespace Management Force HQ
2429,Battlespace Management Force HQ
2430,Battlespace Management Force HQ
2431,Battlespace Management Force HQ
2432,Battlespace Management Force HQ
2433,Battlespace Management Force HQ
2434,Battlespace Management Force HQ
2435,Battlespace Management Force HQ
2436,Battlespace Management Force HQ
2437,Battlespace Management Force HQ
2438,Battlespace Management Force HQ
2439,Battlespace Management Force HQ
2440,Battlespace Management Force HQ
2441,Battlespace Management Force HQ
2442,Battlespace Management Force HQ
2443,Battlespace Management Force HQ
2444,Battlespace Management Force HQ
2445,Battlespace Management Force HQ
2446,Battlespace Management Force HQ
2447,Battlespace Management Force HQ
2448,Battlespace Management Force HQ
2449,Battlespace Management Force HQ
2450,Battlespace Management Force HQ
2451,Battlespace Management Force HQ
2452,Battlespace Management Force HQ
2453,Battlespace Management Force HQ
2454,Battlespace Management Force HQ
2455,Battlespace Management Force HQ
2456,Battlespace Management Force HQ
2457,Battlespace Management Force HQ
2458,Battlespace Management Force HQ
2459,Battlespace Management Force HQ
2460,Battlespace Management Force HQ
2461,Battlespace Management Force HQ
2462,Battlespace Management Force HQ
2463,Battlespace Management Force HQ
2464,Battlespace Management Force HQ
2465,Battlespace Management Force HQ
2466,Battlespace Management Force HQ
2467,Battlespace Management Force HQ
2468,Battlespace Management Force HQ
2469,Battlespace Management Force HQ
2470,Battlespace Management Force HQ
2471,Battlespace Management Force HQ
2472,Battlespace Management Force HQ
2473,Battlespace Management Force HQ
2474,Battlespace Management Force HQ
2475,Battlespace Management Force HQ
2476,Battlespace Management Force HQ
2477,Battlespace Management Force HQ
2500,HQ Air Command (See note 15)
2501,Transit (ORCAM) Germany
2502,Transit (ORCAM) Germany
2503,Transit (ORCAM) Germany
2504,Transit (ORCAM) Germany
2505,Transit (ORCAM) Germany
2506,Transit (ORCAM) Germany
2507,Transit (ORCAM) Germany
2508,Transit (ORCAM) Germany
2509,Transit (ORCAM) Germany
2510,Transit (ORCAM) Germany
2511,Transit (ORCAM) Germany
2512,Transit (ORCAM) Germany
2513,Transit (ORCAM) Germany
2514,Transit (ORCAM) Germany
2515,Transit (ORCAM) Germany
2516,Transit (ORCAM) Germany
2517,Transit (ORCAM) Germany
2518,Transit (ORCAM) Germany
2519,Transit (ORCAM) Germany
2520,Transit (ORCAM) Germany
2521,Transit (ORCAM) Germany
2522,Transit (ORCAM) Germany
2523,Transit (ORCAM) Germany
2524,Transit (ORCAM) Germany
2525,Transit (ORCAM) Germany
2526,Transit (ORCAM) Germany
2527,Transit (ORCAM) Germany
2528,Transit (ORCAM) Germany
2529,Transit (ORCAM) Germany
2530,Transit (ORCAM) Germany
2531,Transit (ORCAM) Germany
2532,Transit (ORCAM) Germany
2533,Transit (ORCAM) Germany
2534,Transit (ORCAM) Germany
2535,Transit (ORCAM) Germany
2536,Transit (ORCAM) Germany
2537,Transit (ORCAM) Germany
2538,Transit (ORCAM) Germany
2539,Transit (ORCAM) Germany
2540,Transit (ORCAM) Germany
2541,Transit (ORCAM) Germany
2542,Transit (ORCAM) Germany
2543,Transit (ORCAM) Germany
2544,Transit (ORCAM) Germany
2545,Transit (ORCAM) Germany
2546,Transit (ORCAM) Germany
2547,Transit (ORCAM) Germany
2548,Transit (ORCAM) Germany
2549,Transit (ORCAM) Germany
2550,Transit (ORCAM) Germany
2551,Transit (ORCAM) Germany
2552,Transit (ORCAM) Germany
2553,Transit (ORCAM) Germany
2554,Transit (ORCAM) Germany
2555,Transit (ORCAM) Germany
2556,Transit (ORCAM) Germany
2557,Transit (ORCAM) Germany
2558,Transit (ORCAM) Germany
2559,Transit (ORCAM) Germany
2560,Transit (ORCAM) Germany
2561,Transit (ORCAM) Germany
2562,Transit (ORCAM) Germany
2563,Transit (ORCAM) Germany
2564,Transit (ORCAM) Germany
2565,Transit (ORCAM) Germany
2566,Transit (ORCAM) Germany
2567,Transit (ORCAM) Germany
2568,Transit (ORCAM) Germany
2569,Transit (ORCAM) Germany
2570,Transit (ORCAM) Germany
2571,Transit (ORCAM) Germany
2572,Transit (ORCAM) Germany
2573,Transit (ORCAM) Germany
2574,Transit (ORCAM) Germany
2575,Transit (ORCAM) Germany
2576,Transit (ORCAM) Germany
2577,Transit (ORCAM) Germany
2600,HQ Air Command (See note 15)
2601,Glasgow Approach
2602,Glasgow Approach
2603,Glasgow Approach
2604,Glasgow Approach
2605,Glasgow Approach
2606,Glasgow Approach
2607,Glasgow Approach
2608,Glasgow Approach
2609,Glasgow Approach
2610,Glasgow Approach
2611,Glasgow Approach
2612,Glasgow Approach
2613,Glasgow Approach
2614,Glasgow Approach
2615,Glasgow Approach
2616,Glasgow Approach
2617,Glasgow Approach
2601,RAF Cranwell
2602,RAF Cranwell
2603,RAF Cranwell
2604,RAF Cranwell
2605,RAF Cranwell
2606,RAF Cranwell
2607,RAF Cranwell
2608,RAF Cranwell
2609,RAF Cranwell
2610,RAF Cranwell
2611,RAF Cranwell
2612,RAF Cranwell
2613,RAF Cranwell
2614,RAF Cranwell
2615,RAF Cranwell
2616,RAF Cranwell
2617,RAF Cranwell
2618,RAF Cranwell
2619,RAF Cranwell
2620,RAF Cranwell
2621,RAF Cranwell
2622,RAF Cranwell
2623,RAF Cranwell
2624,RAF Cranwell
2625,RAF Cranwell
2626,RAF Cranwell
2627,RAF Cranwell
2628,RAF Cranwell
2629,RAF Cranwell
2630,RAF Cranwell
2631,RAF Cranwell
2632,RAF Cranwell
2633,RAF Cranwell
2634,RAF Cranwell
2635,RAF Cranwell
2636,RAF Cranwell
2637,RAF Cranwell
2601,MoD Boscombe Down
2602,MoD Boscombe Down
2603,MoD Boscombe Down
2604,MoD Boscombe Down
2605,MoD Boscombe Down
2606,MoD Boscombe Down
2607,MoD Boscombe Down
2608,MoD Boscombe Down
2609,MoD Boscombe Down
2610,MoD Boscombe Down
2611,MoD Boscombe Down
2612,MoD Boscombe Down
2613,MoD Boscombe Down
2614,MoD Boscombe Down
2615,MoD Boscombe Down
2616,MoD Boscombe Down
2617,MoD Boscombe Down
2618,MoD Boscombe Down
2619,MoD Boscombe Down
2620,MoD Boscombe Down
2621,MoD Boscombe Down
2622,MoD Boscombe Down
2623,MoD Boscombe Down
2624,MoD Boscombe Down
2625,MoD Boscombe Down
2626,MoD Boscombe Down
2627,MoD Boscombe Down
2628,MoD Boscombe Down
2629,MoD Boscombe Down
2630,MoD Boscombe Down
2631,MoD Boscombe Down
2632,MoD Boscombe Down
2633,MoD Boscombe Down
2634,MoD Boscombe Down
2635,MoD Boscombe Down
2636,MoD Boscombe Down
2637,MoD Boscombe Down
2638,MoD Boscombe Down
2639,MoD Boscombe Down
2640,MoD Boscombe Down
2641,MoD Boscombe Down
2642,MoD Boscombe Down
2643,MoD Boscombe Down
2644,MoD Boscombe Down
2645,MoD Boscombe Down
2601,Irish Domestic Westbound departures and Eastbound arrivals
2602,Irish Domestic Westbound departures and Eastbound arrivals
2603,Irish Domestic Westbound departures and Eastbound arrivals
2604,Irish Domestic Westbound departures and Eastbound arrivals
2605,Irish Domestic Westbound departures and Eastbound arrivals
2606,Irish Domestic Westbound departures and Eastbound arrivals
2607,Irish Domestic Westbound departures and Eastbound arrivals
2608,Irish Domestic Westbound departures and Eastbound arrivals
2609,Irish Domestic Westbound departures and Eastbound arrivals
2610,Irish Domestic Westbound departures and Eastbound arrivals
2611,Irish Domestic Westbound departures and Eastbound arrivals
2612,Irish Domestic Westbound departures and Eastbound arrivals
2613,Irish Domestic Westbound departures and Eastbound arrivals
2614,Irish Domestic Westbound departures and Eastbound arrivals
2615,Irish Domestic Westbound departures and Eastbound arrivals
2616,Irish Domestic Westbound departures and Eastbound arrivals
2617,Irish Domestic Westbound departures and Eastbound arrivals
2618,Irish Domestic Westbound departures and Eastbound arrivals
2619,Irish Domestic Westbound departures and Eastbound arrivals
2620,Irish Domestic Westbound departures and Eastbound arrivals
2621,Irish Domestic Westbound departures and Eastbound arrivals
2622,Irish Domestic Westbound departures and Eastbound arrivals
2623,Irish Domestic Westbound departures and Eastbound arrivals
2624,Irish Domestic Westbound departures and Eastbound arrivals
2625,Irish Domestic Westbound departures and Eastbound arrivals
2626,Irish Domestic Westbound departures and Eastbound arrivals
2627,Irish Domestic Westbound departures and Eastbound arrivals
2628,Irish Domestic Westbound departures and Eastbound arrivals
2629,Irish Domestic Westbound departures and Eastbound arrivals
2630,Irish Domestic Westbound departures and Eastbound arrivals
2631,Irish Domestic Westbound departures and Eastbound arrivals
2632,Irish Domestic Westbound departures and Eastbound arrivals
2633,Irish Domestic Westbound departures and Eastbound arrivals
2634,Irish Domestic Westbound departures and Eastbound arrivals
2635,Irish Domestic Westbound departures and Eastbound arrivals
2636,Irish Domestic Westbound departures and Eastbound arrivals
2637,Irish Domestic Westbound departures and Eastbound arrivals
2638,Irish Domestic Westbound departures and Eastbound arrivals
2639,Irish Domestic Westbound departures and Eastbound arrivals
2640,Irish Domestic Westbound departures and Eastbound arrivals
2641,Irish Domestic Westbound departures and Eastbound arrivals
2642,Irish Domestic Westbound departures and Eastbound arrivals
2643,Irish Domestic Westbound departures and Eastbound arrivals
2644,Irish Domestic Westbound departures and Eastbound arrivals
2645,Irish Domestic Westbound departures and Eastbound arrivals
2646,Irish Domestic Westbound departures and Eastbound arrivals
2647,Irish Domestic Westbound departures and Eastbound arrivals
2648,Irish Domestic Westbound departures and Eastbound arrivals
2649,Irish Domestic Westbound departures and Eastbound arrivals
2650,Irish Domestic Westbound departures and Eastbound arrivals
2651,Irish Domestic Westbound departures and Eastbound arrivals
2652,Irish Domestic Westbound departures and Eastbound arrivals
2653,Irish Domestic Westbound departures and Eastbound arrivals
2654,Irish Domestic Westbound departures and Eastbound arrivals
2655,Irish Domestic Westbound departures and Eastbound arrivals
2656,Irish Domestic Westbound departures and Eastbound arrivals
2657,Irish Domestic Westbound departures and Eastbound arrivals
2620,This code may be used when flying in the vicinity of Glasgow operating outside of Glasgow CTR/ Glasgow CTA and monitoring Glasgow Radar frequency (Refer to ENR 1.6 para 2.2.5)
2621,Aberdeen (Sumburgh Approach)
2622,Aberdeen (Sumburgh Approach)
2623,Aberdeen (Sumburgh Approach)
2624,Aberdeen (Sumburgh Approach)
2625,Aberdeen (Sumburgh Approach)
2626,Aberdeen (Sumburgh Approach)
2627,Aberdeen (Sumburgh Approach)
2628,Aberdeen (Sumburgh Approach)
2629,Aberdeen (Sumburgh Approach)
2630,Aberdeen (Sumburgh Approach)
2631,Aberdeen (Northern North Sea Off-shore) (See note 3)
2632,Aberdeen (Northern North Sea Off-shore) (See note 3)
2633,Aberdeen (Northern North Sea Off-shore) (See note 3)
2634,Aberdeen (Northern North Sea Off-shore) (See note 3)
2635,Aberdeen (Northern North Sea Off-shore) (See note 3)
2636,Aberdeen (Northern North Sea Off-shore) (See note 3)
2637,Aberdeen (Northern North Sea Off-shore) (See note 3)
2640,RAF Cranwell - Lincolnshire AIAA
2641,RAF Cranwell - Lincolnshire AIAA
2642,RAF Cranwell - Lincolnshire AIAA
2640,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2641,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2642,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2643,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2644,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2645,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2646,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2647,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2648,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2649,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2650,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2651,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2652,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2653,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2654,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2655,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2656,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2657,Aberdeen (Northern North Sea Off-shore - Sumburgh Sector) (See note 3)
2643,RAF Cranwell
2644,RAF Cranwell
2645,RAF Cranwell Conspicuity
2646,RAF Cranwell
2647,RAF Cranwell
2646,MoD Boscombe Down - UAS
2647,MoD Boscombe Down - UAS
2650,MoD Boscombe Down Conspicuity
2650,Leeds Bradford Approach
2651,Leeds Bradford Approach
2652,Leeds Bradford Approach
2653,Leeds Bradford Approach
2651,MoD Boscombe Down
2652,MoD Boscombe Down
2653,MoD Boscombe Down
2654,MoD Boscombe Down
2655,MoD Boscombe Down
2656,MoD Boscombe Down
2657,MoD Boscombe Down
2654,Leeds Bradford Conspicuity
2655,Leeds Bradford Approach
2656,Leeds Bradford Approach
2657,Leeds Bradford Approach
2658,Leeds Bradford Approach
2659,Leeds Bradford Approach
2660,Leeds Bradford Approach
2661,Leeds Bradford Approach
2662,Leeds Bradford Approach
2663,Leeds Bradford Approach
2664,Leeds Bradford Approach
2665,Leeds Bradford Approach
2666,Leeds Bradford Approach
2667,Leeds Bradford Approach
2668,Leeds Bradford Approach
2669,Leeds Bradford Approach
2670,Leeds Bradford Approach
2671,Leeds Bradford Approach
2672,Leeds Bradford Approach
2673,Leeds Bradford Approach
2674,Leeds Bradford Approach
2675,Leeds Bradford Approach
2676,Leeds Bradford Approach
2660,Thruxton conspicuity
2660,Aberdeen (Northern North Sea Off-shore) (See note 3)
2661,Aberdeen (Northern North Sea Off-shore) (See note 3)
2662,Aberdeen (Northern North Sea Off-shore) (See note 3)
2663,Aberdeen (Northern North Sea Off-shore) (See note 3)
2664,Aberdeen (Northern North Sea Off-shore) (See note 3)
2665,Aberdeen (Northern North Sea Off-shore) (See note 3)
2666,Aberdeen (Northern North Sea Off-shore) (See note 3)
2667,Aberdeen (Northern North Sea Off-shore) (See note 3)
2668,Aberdeen (Northern North Sea Off-shore) (See note 3)
2669,Aberdeen (Northern North Sea Off-shore) (See note 3)
2670,Aberdeen (Northern North Sea Off-shore) (See note 3)
2671,Aberdeen (Northern North Sea Off-shore) (See note 3)
2672,Aberdeen (Northern North Sea Off-shore) (See note 3)
2673,Aberdeen (Northern North Sea Off-shore) (See note 3)
2674,Aberdeen (Northern North Sea Off-shore) (See note 3)
2675,Aberdeen (Northern North Sea Off-shore) (See note 3)
2676,Aberdeen (Northern North Sea Off-shore) (See note 3)
2677,Aberdeen (Northern North Sea Off-shore) (See note 3)
2661,Middle Wallop
2662,Middle Wallop
2663,Middle Wallop
2664,Middle Wallop
2665,Middle Wallop
2666,Middle Wallop
2667,Middle Wallop
2668,Middle Wallop
2669,Middle Wallop
2670,Middle Wallop
2671,Middle Wallop
2672,Middle Wallop
2673,Middle Wallop
2674,Middle Wallop
2675,Middle Wallop
2676,Middle Wallop Conspicuity
2677,Middle Wallop Conspicuity
2677,This code may be used when flying in the vicinity of Leeds Bradford and monitoring the Leeds Radar Frequency (Refer to ENR 1.6 para 2.2.5)
2700,HQ Air Command (See note 15)
2701,Assigned by CCAMS
2702,Assigned by CCAMS
2703,Assigned by CCAMS
2704,Assigned by CCAMS
2705,Assigned by CCAMS
2706,Assigned by CCAMS
2707,Assigned by CCAMS
2708,Assigned by CCAMS
2709,Assigned by CCAMS
2710,Assigned by CCAMS
2711,Assigned by CCAMS
2712,Assigned by CCAMS
2713,Assigned by CCAMS
2714,Assigned by CCAMS
2715,Assigned by CCAMS
2716,Assigned by CCAMS
2717,Assigned by CCAMS
2718,Assigned by CCAMS
2719,Assigned by CCAMS
2720,Assigned by CCAMS
2721,Assigned by CCAMS
2722,Assigned by CCAMS
2723,Assigned by CCAMS
2724,Assigned by CCAMS
2725,Assigned by CCAMS
2726,Assigned by CCAMS
2727,Assigned by CCAMS
2728,Assigned by CCAMS
2729,Assigned by CCAMS
2730,Assigned by CCAMS
2731,Assigned by CCAMS
2732,Assigned by CCAMS
2733,Assigned by CCAMS
2734,Assigned by CCAMS
2735,Assigned by CCAMS
2736,Assigned by CCAMS
2737,Assigned by CCAMS
2740,Transit (ORCAM) Zurich
2741,Transit (ORCAM) Zurich
2742,Transit (ORCAM) Zurich
2743,Transit (ORCAM) Zurich
2744,Transit (ORCAM) Zurich
2745,Transit (ORCAM) Zurich
2746,Transit (ORCAM) Zurich
2747,Transit (ORCAM) Zurich
2748,Transit (ORCAM) Zurich
2749,Transit (ORCAM) Zurich
2750,Transit (ORCAM) Zurich
2751,Transit (ORCAM) Zurich
2752,Transit (ORCAM) Zurich
2753,Transit (ORCAM) Zurich
2754,Transit (ORCAM) Zurich
2755,Transit (ORCAM) Zurich
2756,Transit (ORCAM) Zurich
2757,Transit (ORCAM) Zurich
2758,Transit (ORCAM) Zurich
2759,Transit (ORCAM) Zurich
2760,Transit (ORCAM) Zurich
2761,Transit (ORCAM) Zurich
2762,Transit (ORCAM) Zurich
2763,Transit (ORCAM) Zurich
2764,Transit (ORCAM) Zurich
2765,Transit (ORCAM) Zurich
2766,Transit (ORCAM) Zurich
2767,Transit (ORCAM) Zurich
2768,Transit (ORCAM) Zurich
2769,Transit (ORCAM) Zurich
2770,Transit (ORCAM) Zurich
2771,Transit (ORCAM) Zurich
2772,Transit (ORCAM) Zurich
2773,Transit (ORCAM) Zurich
2774,Transit (ORCAM) Zurich
2775,Transit (ORCAM) Zurich
2776,Transit (ORCAM) Zurich
2777,Transit (ORCAM) Zurich
3000,NATO Aircraft receiving a service from AEW aircraft
3001,Transit (ORCAM) Zurich
3002,Transit (ORCAM) Zurich
3003,Transit (ORCAM) Zurich
3004,Transit (ORCAM) Zurich
3005,Transit (ORCAM) Zurich
3006,Transit (ORCAM) Zurich
3007,Transit (ORCAM) Zurich
3008,Transit (ORCAM) Zurich
3009,Transit (ORCAM) Zurich
3010,Transit (ORCAM) Zurich
3011,Transit (ORCAM) Zurich
3012,Transit (ORCAM) Zurich
3013,Transit (ORCAM) Zurich
3014,Transit (ORCAM) Zurich
3015,Transit (ORCAM) Zurich
3016,Transit (ORCAM) Zurich
3017,Transit (ORCAM) Zurich
3018,Transit (ORCAM) Zurich
3019,Transit (ORCAM) Zurich
3020,Transit (ORCAM) Zurich
3021,Transit (ORCAM) Zurich
3022,Transit (ORCAM) Zurich
3023,Transit (ORCAM) Zurich
3024,Transit (ORCAM) Zurich
3025,Transit (ORCAM) Zurich
3026,Transit (ORCAM) Zurich
3027,Transit (ORCAM) Zurich
3028,Transit (ORCAM) Zurich
3029,Transit (ORCAM) Zurich
3030,Transit (ORCAM) Zurich
3031,Transit (ORCAM) Zurich
3032,Transit (ORCAM) Zurich
3033,Transit (ORCAM) Zurich
3034,Transit (ORCAM) Zurich
3035,Transit (ORCAM) Zurich
3036,Transit (ORCAM) Zurich
3037,Transit (ORCAM) Zurich
3038,Transit (ORCAM) Zurich
3039,Transit (ORCAM) Zurich
3040,Transit (ORCAM) Zurich
3041,Transit (ORCAM) Zurich
3042,Transit (ORCAM) Zurich
3043,Transit (ORCAM) Zurich
3044,Transit (ORCAM) Zurich
3045,Transit (ORCAM) Zurich
3046,Transit (ORCAM) Zurich
3047,Transit (ORCAM) Zurich
3048,Transit (ORCAM) Zurich
3049,Transit (ORCAM) Zurich
3050,Transit (ORCAM) Zurich
3051,Transit (ORCAM) Zurich
3052,Transit (ORCAM) Zurich
3053,Transit (ORCAM) Zurich
3054,Transit (ORCAM) Zurich
3055,Transit (ORCAM) Zurich
3056,Transit (ORCAM) Zurich
3057,Transit (ORCAM) Zurich
3058,Transit (ORCAM) Zurich
3059,Transit (ORCAM) Zurich
3060,Transit (ORCAM) Zurich
3061,Transit (ORCAM) Zurich
3062,Transit (ORCAM) Zurich
3063,Transit (ORCAM) Zurich
3064,Transit (ORCAM) Zurich
3065,Transit (ORCAM) Zurich
3066,Transit (ORCAM) Zurich
3067,Transit (ORCAM) Zurich
3068,Transit (ORCAM) Zurich
3069,Transit (ORCAM) Zurich
3070,Transit (ORCAM) Zurich
3071,Transit (ORCAM) Zurich
3072,Transit (ORCAM) Zurich
3073,Transit (ORCAM) Zurich
3074,Transit (ORCAM) Zurich
3075,Transit (ORCAM) Zurich
3076,Transit (ORCAM) Zurich
3077,Transit (ORCAM) Zurich
3100,NATO Aircraft receiving a service from AEW aircraft
3101,Transit (ORCAM) Germany
3102,Transit (ORCAM) Germany
3103,Transit (ORCAM) Germany
3104,Transit (ORCAM) Germany
3105,Transit (ORCAM) Germany
3106,Transit (ORCAM) Germany
3107,Transit (ORCAM) Germany
3108,Transit (ORCAM) Germany
3109,Transit (ORCAM) Germany
3110,Transit (ORCAM) Germany
3111,Transit (ORCAM) Germany
3112,Transit (ORCAM) Germany
3113,Transit (ORCAM) Germany
3114,Transit (ORCAM) Germany
3115,Transit (ORCAM) Germany
3116,Transit (ORCAM) Germany
3117,Transit (ORCAM) Germany
3118,Transit (ORCAM) Germany
3119,Transit (ORCAM) Germany
3120,Transit (ORCAM) Germany
3121,Transit (ORCAM) Germany
3122,Transit (ORCAM) Germany
3123,Transit (ORCAM) Germany
3124,Transit (ORCAM) Germany
3125,Transit (ORCAM) Germany
3126,Transit (ORCAM) Germany
3127,Transit (ORCAM) Germany
3130,Transit (ORCAM) Amsterdam
3131,Transit (ORCAM) Amsterdam
3132,Transit (ORCAM) Amsterdam
3133,Transit (ORCAM) Amsterdam
3134,Transit (ORCAM) Amsterdam
3135,Transit (ORCAM) Amsterdam
3136,Transit (ORCAM) Amsterdam
3137,Transit (ORCAM) Amsterdam
3138,Transit (ORCAM) Amsterdam
3139,Transit (ORCAM) Amsterdam
3140,Transit (ORCAM) Amsterdam
3141,Transit (ORCAM) Amsterdam
3142,Transit (ORCAM) Amsterdam
3143,Transit (ORCAM) Amsterdam
3144,Transit (ORCAM) Amsterdam
3145,Transit (ORCAM) Amsterdam
3146,Transit (ORCAM) Amsterdam
3147,Transit (ORCAM) Amsterdam
3148,Transit (ORCAM) Amsterdam
3149,Transit (ORCAM) Amsterdam
3150,Transit (ORCAM) Amsterdam
3151,Transit (ORCAM) Amsterdam
3152,Transit (ORCAM) Amsterdam
3153,Transit (ORCAM) Amsterdam
3154,Transit (ORCAM) Amsterdam
3155,Transit (ORCAM) Amsterdam
3156,Transit (ORCAM) Amsterdam
3157,Transit (ORCAM) Amsterdam
3158,Transit (ORCAM) Amsterdam
3159,Transit (ORCAM) Amsterdam
3160,Transit (ORCAM) Amsterdam
3161,Transit (ORCAM) Amsterdam
3162,Transit (ORCAM) Amsterdam
3163,Transit (ORCAM) Amsterdam
3164,Transit (ORCAM) Amsterdam
3165,Transit (ORCAM) Amsterdam
3166,Transit (ORCAM) Amsterdam
3167,Transit (ORCAM) Amsterdam
3168,Transit (ORCAM) Amsterdam
3169,Transit (ORCAM) Amsterdam
3170,Transit (ORCAM) Amsterdam
3171,Transit (ORCAM) Amsterdam
3172,Transit (ORCAM) Amsterdam
3173,Transit (ORCAM) Amsterdam
3174,Transit (ORCAM) Amsterdam
3175,Transit (ORCAM) Amsterdam
3176,Transit (ORCAM) Amsterdam
